Ⲛⲟ	Coptic Word	Deriv.	Alt.  Spellings	F.  (n. & adj.)	Pl.	(Status  nom.)	(Status pronom.)	Qual.	Gramm. Info.	Notes	Prepositions used	English	Example Sentence	
	ϩⲟⲟⲗⲉ								n. f. m.			moth		
		ⲣ-ϩⲟⲟⲗⲉ							cpd. vb. 2			to become moth-eaten, to perish		
		ⲁⲧⲣ-ϩⲟⲟⲗⲉ							adj.			incorruptible, indestructible		
	ϩⲟⲟⲩ								n. m.			day		
		ⲙ ⲡⲉϩⲟⲟⲩ							adv.			in, during the day		
		ⲛ ⲟⲩϩⲟⲟⲩ							adv.			for a day		
		ϩⲛ ⲟⲩϩⲟⲟⲩ ⲉⲃⲟⲗ ϩⲛ ⲟⲩϩⲟⲟⲩ							adv.			from day to day		
		ϫⲓⲛ ϩⲟⲟⲩ ⲉ ϩⲟⲟⲩ							adv.			from day to day		
		ϩⲟⲟⲩ ϩⲟⲟⲩ	ⲡⲉϩⲟⲟⲩ ⲡⲉϩⲟⲟⲩ						adv.			from day to day		
		ⲣ-ϩⲟⲟⲩ							vb.			to spend a day		
		ⲡⲟⲟⲩ							adv.			today		
		ⲙ ⲡⲟⲟⲩ							adv.			today		
		ⲙⲛⲛⲥⲁ ⲡⲟⲟⲩ							adv.			from today onward		
		ϣⲁ ⲡⲟⲟⲩ							adv.			until today		
		ϫⲓⲛ ⲡⲟⲟⲩ							adv.			(+/- ⲉⲃⲟⲗ, ⲉϩⲣⲁⲓ) from today onward		
		ⲡⲟⲟⲩ ⲛ ϩⲟⲟⲩ							adv. 	used as poou		today		
	ϩⲟⲟⲩ								Q			to be bad, wicked, putrid		
		ⲡⲉⲑⲟⲟⲩ	ⲡⲉⲧ ϩⲟⲟⲩ						n.	(may take def. or indef. art.)		what is bad; evil, wickedness		
		ⲣ-ⲡⲉⲑⲟⲟⲩ	ⲉⲓⲣⲉ ⲙ ⲡⲉⲑⲟⲟⲩ						vb.			to do evil		
		ⲣⲉϥⲣ-ⲡⲉⲑⲟⲟⲩ							n. / adj.			evil-doer		
		ⲙⲛⲧⲣⲉϥⲣ-ⲡⲉⲑⲟⲟⲩ							n. f. 			wickedness		
		ⲥⲁ ⲙ ⲡⲉⲑⲟⲟⲩ							n. m.			evil-doer		
		ⲙⲛⲧⲥⲁ ⲙ ⲡⲉⲑⲟⲟⲩ							n. f. 			evil		
	ϩⲟⲟⲩⲧ		ⲉϩⲟⲟⲩⲧ, ϩⲉⲟⲩⲧ, ϩⲉⲩⲧ			(ϩⲟⲩⲧ-)			n. m.			male (of men or animals)		
	ϩⲟⲟⲩⲧ		ⲉϩⲟⲟⲩⲧ, ϩⲉⲟⲩⲧ, ϩⲉⲩⲧ			(ϩⲟⲩⲧ-)			adj.	after n., with or without =n		male, wild, savage		
		ϩⲟⲩⲧ-ⲥϩⲓⲙⲉ							n.			male-female, bisexual		
		ⲙⲛⲧϩⲟⲟⲩⲧ							n. f. 			maleness		
	ϩⲟⲟⲩⲧⲛ								n. m.			road, highway; a furlong		
	ϩⲟⲟⲩϣ								vb.			to abuse, curse (ⲉ, ⲉϫⲛ)		
	ϩⲟⲡ		ϩⲟⲟⲡ			(ϩⲁⲡ-)			n. m.			marriage feast, bridle-chamber		
	ϩⲟⲥⲃ		ϩⲟⲥⲃⲉ						n. f.			market		
		ⲣⲙⲛϩⲟⲥⲃ							n. m.			market-man		
	ϩⲟⲥⲙ		ϩⲟⲥⲏⲙ, ϩⲟⲥⲙⲉ, ϩⲁⲥⲙ, ϩⲱⲥⲉⲙ						n. m.			natron		
	ϩⲟⲧⲉ		ϩⲟⲧ, ϩⲱⲧⲉ, ϩⲱⲧ						n.					
		ⲙ ⲡ(=)ϩⲟⲧⲉ	ⲙ ⲡϩⲟⲧⲉ ⲛ						prep.			in the vicinity of, in the presence of		
	ϩⲟⲧⲉ								n. f.			fear		
	ϩⲟⲧⲉ								adj.			fearful		
		ⲁⲧϩⲟⲧⲉ							adj.			fearless		
		ⲙⲛⲧⲁⲧϩⲟⲧⲉ							n. f. 			fearlessness		
		ⲣ-ⲁⲧϩⲟⲧⲉ							cpd. vb. 2			to become fearless		
		ϩⲁ ϩⲟⲧⲉ							adv.			in fear; fearful, fearsome (as pred.)		
		ⲣ-ϩⲟⲧⲉ						ⲟ ⲛ ϩⲟⲧⲉ	cpd. vb. 2			to become afraid (of: ⲉ, ⲉϫⲛ, ⲉⲧⲃⲉ, ϩⲁⲑⲏ ⲛ, ⲉⲃⲟⲗ ϩⲛ, ϩⲏⲧ/ ⲛ)		
		ⲣⲉϥⲣ-ϩⲟⲧⲉ							n. / adj.			fearing, respectful		
		ⲙⲛⲧⲣⲉϥⲣ-ϩⲟⲧⲉ							n. f. 			fear, respect		
		ϯ-ϩⲟⲧⲉ							vb.			to terrify, frighten (e, ⲛⲁ=, ⲉϫⲛ)		
		ⲣⲉϥϯ-ϩⲟⲧⲉ							n. / adj.			dreadful		
		ϫⲓ-ϩⲟⲧⲉ							vb.			to frighten (ⲙⲙⲟ=)		
	ϩⲟⲧⲉ								n. f.			hour, moment		
		ⲣ-ϩⲟⲧⲉ							vb.			to spend time		
	ϩⲟⲧⲥ		ϩⲁⲧⲥ						n. f.			a vessel or measure		
	ϩⲟⲧϩⲧ					ϩⲉⲧϩⲧ-	ϩⲉⲧϩⲱⲧ=	ϩⲉⲧϩⲱⲧ	vb. tr.			to examine, investigate, inquire into (ⲙⲙⲟ=, e, ⲛⲥⲁ, ϩⲛ)		
	ϩⲟⲧϩⲧ					ϩⲉⲧϩⲧ-	ϩⲉⲧϩⲱⲧ=		n. m.			inquiry, question		
		ⲁⲧϩⲉⲧϩⲱⲧ=							adj.			unfathomable		
		ⲣⲉϥϩⲟⲧϩⲧ							n. / adj.			inquirer		
		ⲙⲛⲧⲣⲉϥϩⲟⲧϩⲧ							n. f. 			inquiry		
	ϩⲟⲩⲉⲓⲧ			(ϩⲟⲩⲉⲓⲧⲉ, ϩⲟⲩⲓⲧⲉ)	(ϩⲟⲩⲁⲧⲉ)				adj.	bef. or aft. n. with =n		first, foremost, leading		
		ϩⲟⲩⲉⲓⲧⲉ							n. f.			beginning		
		ϩⲛ ⲧⲉϩⲟⲩⲉⲓⲧⲉ							adv.			in the beginning		
		ϫⲓⲛ ⲧⲉϩⲟⲩⲉⲓⲧⲉ							adv.			from the beginning		
	ϩⲟⲩⲏⲧ				(ϩⲟⲩⲁⲧⲉ)				n.			passenger, crewman (?)		
	ϩⲟⲩⲛ								n. m.			inner part, interior		
		ⲙ ⲡϩⲟⲩⲛ ⲙⲙⲟ=							prep.			inside, within (spatial or temporal)		
		ⲣ-ⲡ(=)ϩⲟⲩⲛ ⲉ							vb.			to enter		
		ⲉϩⲟⲩⲛ							adv.	ehoun is also used to reinforce ehr=n> ej=n> na/> nahr=n> sa> ha		to the inside, into, toward		
		ⲉϩⲟⲩⲛ ⲉ							prep.			to, toward, into		
		ⲛϩⲟⲩⲛ							adv.			within, inside (static location)		
		ⲛϩⲟⲩⲛ ϩⲁ							prep.			under		
		ⲛϩⲟⲩⲛ ϩⲛ							prep.			in		
		ⲛϩⲟⲩⲛ ⲙⲙⲟ=							prep.			in		
		ⲥⲁ-ϩⲟⲩⲛ							adv.			inside, within		
		ⲥⲁ-ϩⲟⲩⲛ ⲉ| ⲙⲙⲟ=							prep.			inside, within		
		ⲥⲁ ⲛ ϩⲟⲩⲛ							n. m.			innter part, interior		
		ϣⲁ ϩⲟⲩⲛ ⲉ 							prep.			until		
		ϩⲓ ϩⲟⲩⲛ							adv.			within		
		ⲉⲧ ϩⲓ ϩⲟⲩⲛ							adj.			inner, interior		
		ⲣⲙⲛϩⲟⲩⲛ							n. m.			title of official		
	ϩⲟⲩⲟ								n. m.			greater part; profit, advantage; majority, greatness		
	ϩⲟⲩⲟ								adj.	bef. n. without =n or aft. n. with =n		great, much		
	ϩⲟⲩⲟ								adv.	before adj.		more, greater		
		ϩⲟⲩⲉ-							procl. adj.	before adj.		more, greater		
		ϩⲟⲩⲟ ⲉ	ϩⲟⲩⲉ						adv.			more than, beyond		
		ⲉ ϩⲟⲩⲟ ⲉ	ⲉ ϩⲟⲩⲉ (ⲉ)						adv.			more than, rather than		
		ⲉ ⲡⲉϩⲟⲩⲟ							adv.			greatly, very		
		ⲛ ϩⲟⲩⲟ							adv.			much, greatly, very, much more so		
		ⲛ ϩⲟⲩⲟ ⲉ							adv.			more than		
		ⲛ ϩⲟⲩⲟ ⲛ ϩⲟⲩⲟ							adv.	emphatic		more than		
		ⲣ-ϩⲟⲩⲟ							vb.	(2) with immediately following noun or verb		(1) to exceed, be more than (e); to have or do more (than: ⲉ); (2) to be or do all the more		
		ⲣ-ϩⲟⲩⲉ-							vb.	proclitic form		(1) to exceed, be more than (e); to have or do more (than: ⲉ); (2) to be or do all the more		
			(ϩⲟⲩⲣ-, ϩⲟⲩⲣⲱ-,  ϩⲟⲩⲣⲱ=)			ϩⲟⲩⲣⲉ-	ϩⲟⲩⲣⲟ=		vb. tr.			to deprive (someone: suff. obj.) of (ⲙⲙⲟ=, e)		
	ϩⲟⲩⲣⲓⲧ		ϩⲱⲣⲓⲧ		ϩⲟⲩⲣⲁⲧⲉ				n. m.			watchman, guardian		
		ⲁⲛⲉ ⲛ ϩⲟⲩⲣⲓⲧ							n.			head-watchman		
	ϩⲟⲩϥ								n. m.			vetch, pulse		
	ϩⲟⲩϩⲉ								n. m.			untimely birth		
	ϩⲟϥ		ϩⲟⲃ, ϩⲟⲡ, ϩⲱⲃ	ϩϥⲱ, ϩⲃⲱ	ϩⲃⲟⲩⲓ				n. m. f.			snake		
	ϩⲟϫϩϫ		(ϩⲟϫϩⲉϫ, ϩⲟϫϫ,  ϩⲉϫϫ-)			ϩⲉϫϩϫ-	ϩⲉϫϩⲱϫ=	ϩⲉϫϩⲱϫ	vb. tr.			to distress, restrict, straiten (ⲙⲙⲟ=); to compel, force		
	ϩⲟϫϩϫ		(ϩⲟϫϩⲉϫ, ϩⲟϫϫ,  ϩⲉϫϫ-)			ϩⲉϫϩϫ-	ϩⲉϫϩⲱϫ=	ϩⲉϫϩⲱϫ	vb. intr.			to become distressed, restricted, narrow		
	ϩⲟϫϩϫ		(ϩⲟϫϩⲉϫ, ϩⲟϫϫ,  ϩⲉϫϫ-)			ϩⲉϫϩϫ-	ϩⲉϫϩⲱϫ=		n. m.			distress, need		
	ϩⲡⲟⲧ		ϩⲡⲱⲧ						n.			a fathom		
	ϩⲣⲁ		ϣⲣⲁ						vb. tr.			to drive, compel (ⲙⲙⲟ=, ⲛⲥⲁ), +/- ⲉⲃⲟⲗ		
	ϩⲣⲁⲓ		ϩⲣⲉ						n. m.	(very rare as n.)		upper part		
		ϩⲣⲁⲓ							n.	reinforces other prep., no diff. in meaning		upper part		
		ⲉϩⲣⲁⲓ							adv.	(see §8.1.)		upward		
		ⲉϩⲣⲁⲓ							prep.	forms cpds. with many prep. (including e> ej=n> ehr=n> oube> ca> ha> hi> h=n), usually, but not necessarily, with the added nuance of "up"		(up) to, (up) onto, etc.		
		ⲛϩⲣⲁⲓ							adv.	(static; §28.7.)		above		
		ⲛϩⲣⲁⲓ ⲉϫⲛ							prep.			up on		
		ⲥⲁ-ϩⲣⲁⲓ							adv.			above, on the upper side		
		ϣⲁ ϩⲣⲁⲓ							adv.			upward		
		ϣⲁ ϩⲣⲁⲓ ⲉ							prep.			up to, even to		
		ϩⲓ ϩⲣⲁⲓ	ϩⲓ ϩⲣⲉ						adv.			upward		
		ⲉ ⲡ(=)ⲥⲁ-ϩⲣⲉ							prep.			above		
	ϩⲣⲁⲓ								n. m.	rare except in cpds.		lower part		
		ⲉϩⲣⲁⲓ							adv.			downward, down		
		ⲉϩⲣⲁⲓ ⲉ							prep.			down to, into, onto		
		ⲉϩⲣⲁⲓ ⲉϫⲛ							prep.			down onto		
		ⲛϩⲣⲁⲓ							adv.			below		
		ⲥⲁ-ϩⲣⲁⲓ							adv.			downward, down		
		ϣⲁ ϩⲣⲁⲓ ⲉ							prep.			down to		
	ϩⲣⲃ								n. m.			form, likeness		
		ϫⲓ-ϩⲣⲃ							vb.			to assume a form, likeness		
	ϩⲣⲃⲱⲧ		ϩⲉⲣⲃⲱⲧ, ϩⲉⲣⲃⲟⲟⲑⲉ						n. f.			staff, stout stick		
	ϩⲣⲉ		ϩⲉⲣⲉ		ϩⲣⲏⲩⲉ, ϩⲣⲉⲟⲩⲉ				n. m. f.			food (of man or animals)		
		ⲣ-ϩⲣⲉ						ⲟ ⲛ ϩⲣⲉ	cpd. vb. 2			to become food		
		ϯ-ϩⲣⲉ	ϯ ⲛ ⲟⲩϩⲣⲉ						vb.			to give food (to: ⲛⲁ=)		
		ϫⲓ-ϩⲣⲉ							vb.			to get food		
	ϩⲣⲉⲃ								n. m.			chisel		
	ϩⲣⲏⲣⲉ								n. m. f.			flower		
		ⲣ-ϩⲣⲏⲣⲉ							vb.			to bloom, blossom		
		ⲧⲉⲕ-ϩⲣⲏⲣⲉ ⲉⲃⲟⲗ							vb.			to bloom, blossom		
		ⲟⲩⲁⲙ-ϩⲣⲏⲣⲉ							n.	(lit., flower-eater)		beetle		
	ϩⲣⲏϭ		ϩⲣⲏϫ						vb. intr.			to become still, calm, quiet		
	ϩⲣⲓⲙ								n. m.			pelican		
	ϩⲣⲙⲁⲛ		ϩⲉⲣⲙⲁⲛ						n. m.			pomegranate (tree or fruit)		
		ⲃⲱ ⲛ ϩⲣⲙⲁⲛ							n.			pomegranate tree		
	ϩⲣⲟⲕ		(ϩⲣⲁⲕ)					ϩⲟⲣⲕ	vb. intr.	or reflex.		to become still, calm, quiet; to cease		
	ϩⲣⲟⲕ		(ϩⲣⲁⲕ)					ϩⲟⲣⲕ	vb. tr.	rare		to still		
	ϩⲣⲟⲕ		(ϩⲣⲁⲕ)						n. m.			stillness, quiet		
		ϯ-ϩⲣⲟⲕ							vb.			to calm, quiet (ⲛⲁ=)		
		ϩⲟⲣⲕϥ							adj.			silent, quiet		
	ϩⲣⲟⲟⲩ		(ϩⲣⲟⲩ-,  ϩⲣ-,  ϩⲣⲁ=)						n. m.			voice; sound, noise, cry		
		ⲁⲧϩⲣⲟⲟⲩ							adj.			voiceless		
		ⲥϩⲁⲓ ⲁⲧϩⲣⲟⲟⲩ							n.			a consonant		
		ⲛⲉϫ-ϩⲣⲟⲟⲩ	ⲛⲟⲩϫⲉ ⲛ ⲟⲩϩⲣⲟⲟⲩ						vb.			(+/- ⲉⲃⲟⲗ) to let out a cry		
		ⲥⲉⲕ-ϩⲣⲟⲟⲩ							vb.			to snort		
		ϯ-ϩⲣⲟⲟⲩ							vb.			(+/- ⲉⲃⲟⲗ) to speak, give voice, promise		
		ⲥϩⲁⲓ ⲉϥϯ-ϩⲣⲟⲟⲩ							n.			a vowel		
		ⲉϣ-ϩⲣⲟⲟⲩ ⲉⲃⲟⲗ							vb.			to make a sound, utter a cry		
		ϥⲓ-ϩⲣⲟⲟⲩ  ϥⲓ-ϩⲣⲁ=							vb.			(+/- ⲉⲃⲟⲗ, ⲉϩⲣⲁⲓ) to raise one's voice, to utter, speak		
		ϫⲓ ⲛ ϩⲣⲁ=							vb.			to cry out		
		ϫⲓ ⲙ ⲡⲉϩⲣⲟⲟⲩ							vb.			to hear the sound (of)		
		ⲙⲛⲧⲛⲁϣⲧ-ϩⲣⲟⲟⲩ							n. f. 			being hard-voiced		
		ϩⲣⲟⲩ-ⲙ-ⲡⲉ							n. m.			thunder		
		ϩⲣⲟⲩ-ⲃⲁⲓ							n. f.			thunder		
		ϯ-ϩⲣⲟⲩ-ⲃⲁⲓ							vb.			to thunder		
		ϩⲣⲟⲩⲟ	ϩⲣⲟⲩⲱ						n.			boastful talk		
		ⲙⲛⲧϩⲣⲟⲩⲟ							n. f. 			boastfulness		
		ⲣ-ⲙⲛⲧϩⲣⲟⲩⲟ							vb.			to boast		
	ϩⲣⲟⲡⲣⲉⲡ								vb. tr.			to flap or spread (wings); to blink (eyes)		
	ϩⲣⲟⲩϫⲃ								n.			pebbles		
	ϩⲣⲟϣ		(ϩⲉⲣϣ-)			ϩⲣϣ-		ϩⲟⲣϣ	vb. intr.			to become heavy, difficult (for someone: ⲉ, ⲉϫⲛ, ⲉϩⲣⲁⲓ ⲉϫⲛ; in, with something: ⲙⲙⲟ=, ϩⲛ); to be slow (to do: ⲉ + Inf.)		
	ϩⲣⲟϣ		(ϩⲉⲣϣ-)			ϩⲣϣ-		ϩⲟⲣϣ	vb. tr.	rare		to make difficult		
	ϩⲣⲟϣ		(ϩⲉⲣϣ-)			ϩⲣϣ-			n. m.			weight, burden		
		ⲁⲧϩⲣⲟϣ							adj.			weightless		
		ϯ-ϩⲣⲟϣ ⲛⲁ=							vb.			to add weight to		
		ϩⲣⲟϣ ⲛ ϩⲏⲧ							vb.			to become long-suffering, patient		
		ϩⲁⲣϣ-ϩⲏⲧ							adj.			patient, long-suffering		
		ⲙⲛⲧϩⲁⲣϣ-ϩⲏⲧ							n. f. 			patience		
		ⲣ-ϩⲁⲣϣ-ϩⲏⲧ							vb.			to be patient		
		ϩⲣⲏϣⲉ	ϩⲉⲣϣⲉ						n. f.			weight		
	ϩⲣⲟϫⲣϫ								vb. tr.			to grind or gnash (the teeth: at, against: ⲉhoun e, ⲉϩⲟⲩⲛ ϩⲛ, ⲉϩⲣⲁⲓ ⲉϫⲛ)		
	ϩⲣⲟϫⲣϫ								n. m.			gnashing of teeth		
	ϩⲣⲱ								n. f.			oven, furnace		
	ϩⲣⲱⲧ								n. f.			wine-press, vat		
	ϩⲣϩⲣ								vb. intr.			to snore		
	ϩⲧⲁⲓ		ϩⲧⲁⲉⲓ, ⲉϩⲑⲁⲓ						vb.			to become fat		
	ϩⲧⲁⲓ		ϩⲧⲁⲉⲓ, ⲉϩⲑⲁⲓ						n. m.			fat		
	ϩⲧⲏ								n. f.			shaft or spear; mast		
	ϩⲧⲓⲧ								n. m.			onion		
	ϩⲧⲟ		ϩⲧⲱ, ⲉϩⲧⲟ	ϩⲧⲱⲣⲉ, ⲧϩⲟⲟⲣⲉ	ϩⲧⲱⲱⲣ, ⲉϩⲧⲱⲱⲣ, ϩⲧⲱⲣ				n. m. f.			horse		
		ⲙⲁⲥ ⲛ ⲉϩⲧⲟ							n.			foal		
		ⲙⲁⲛⲉ-ϩⲧⲟ							n.			horse-groom		
		ⲣⲙⲛϩⲧⲟ							n. m.			horseman		
	ϩⲧⲟⲙⲧⲙ					ϩⲧⲙⲧⲙ-		ϩⲧⲙⲧⲟⲙⲧ	vb.			to become dark, be darkened		
	ϩⲧⲟⲙⲧⲙ					ϩⲧⲙⲧⲙ-			n. m.			darkness, mist		
	ϩⲧⲟⲟⲩⲉ		ⲧⲟⲟⲩⲉ						n. m.			dawn, morning		
		ⲡⲛⲁⲩ ⲛ ϩⲧⲟⲟⲩⲉ							n.			dawn, early morning		
		ⲉ ϩⲧⲟⲟⲩⲉ	ⲛ ϩⲧⲟⲟⲩⲉ, ϩⲓ ϩⲧⲟⲟⲩⲉ						adv.			at dawn		
		ϣⲁ ϩⲧⲟⲟⲩⲉ							adv.			until morning		
		ϫⲓⲛ ϩⲧⲟⲟⲩⲉ							adv.			from morning (on)		
	ϩⲧⲟⲡ								n. m.			(1) fall, destruction; (2) name of a measure		
	ϩⲧⲟⲣ								n. m.			necessity, constraint		
		ϩⲛ ⲟⲩϩⲧⲟⲣ							adv.			out of necessity		
		ϩⲁ|ϩⲙ ⲡ(=)ϩⲧⲟⲣ							adv.			of one's own accord, on one's own authority		
		ⲣ-ϩⲧⲟⲣ							vb.			to constrain (e)		
		ⲣ-ⲡ(=)ϩⲧⲟⲣ							vb.			to exercise authority		
		ϯ-ϩⲧⲟⲣ							vb.			to constrain (e); to give authority (to: ⲉ)		
	ϩⲱ								vb. impers.	often + e as ethical dative		it suffices, is enough (for someone: ⲉ; to, that: ⲉ + Inf., etre, Circum.); (with pers. subject): to have enough, be satisfied; to cease, stop (e + Inf., etre, Circum.)		
	ϩⲱⲃ						ϩⲁⲃ=		vb. tr.			to send (ⲙⲙⲟ=; for, after: ⲛⲥⲁ)		
	ϩⲱⲃ		ϩⲱϥ, ⲱϥ, ϩⲟϥ		ϩⲃⲏⲩⲉ				n. m.			(1) work, product of work; (2) thing, object; (3) matter, affair, business		
		ⲟⲩ ⲡⲉ ⲡ(=)ϩⲱⲃ 							vb. pers.			what is the matter (with ...)?		
		ⲟⲩ ⲡⲉ ⲡϩⲱⲃ ⲛ							vb. impers.			what is the use of?		
		ⲟⲩ ⲛ ϩⲱⲃ							?			what?		
		ⲟⲩⲛ-ϩⲱⲃ ⲙⲛ							vb. impers.	this and the same constructions with the corresponding possessives (ou=n tai etc.) express the general idea of having a (legal) problem with or involving another person		there is a matter		
		ⲙⲛ-ϩⲱⲃ ⲙⲛ							vb. impers.			there is not a matter		
		ϩⲱⲃ ⲛ ϭⲓϫ							n.			handiwork, handicraft		
		ⲣ-ϩⲱⲃ							vb.			to work (at, on: ⲉ; for: ha, hi; in, with: ϩⲛ)		
		ⲣ-ϩⲱⲃ							n. m.			work, working		
		ⲣⲉϥⲣ-ϩⲱⲃ							n. / adj.			worker		
		ⲙⲛⲧⲣⲉϥⲣ-ϩⲱⲃ							n. f. 			work, labor		
		ϣⲃⲣ-ⲣ-ϩⲱⲃ							n. m. f.			fellow-worker		
	ϩⲱⲃⲕ								vb. tr.			to prick, incite		
		ϩⲃⲟⲕ	ϩⲃⲟϭ						n.			prick, stab		
	ϩⲱⲃⲥ		(ϩⲃⲥ-)			ϩⲉⲃⲥ-	ϩⲟⲃⲥ=	ϩⲟⲃⲥ	vb. tr.			to cover, shelter, protect, clothe (ⲙⲙⲟ=, e, ⲉϫⲛ, ϩⲓϫⲛ; with: ⲙⲙⲟ=, ϩⲛ)		
		ϩⲱⲃⲥ ⲉⲃⲟⲗ ⲉϫⲛ							vb. intr.			to become covered etc.		
		ⲣⲉϥϩⲱⲃⲥ							n. / adj.			coverer, protector		
		ϩⲱⲃⲥ	ϩⲟⲃⲥ, ϩⲃⲥ, ϩⲃⲃⲥ, ϩⲏⲃⲥ, ϩⲁⲡⲥ						n. m.			covering, lid		
		ϩⲃⲟⲟⲥ	ϩⲃⲟⲥ		ϩⲃⲱⲱⲥ, ϩⲃⲱⲥ				n. m. f.			covering, garment; linen		
		ϩⲃⲥⲱ	ϩⲉⲃⲥⲱ		ϩⲃⲥⲟⲟⲩⲉ				n. f.			garment, clothes, cloth		
	ϩⲱⲕ					ϩⲉⲕ-	ϩⲟⲕ=	ϩⲏⲕ	vb. tr.			to smite, crush (ⲙⲙⲟ=, ⲉϫⲛ)		
	ϩⲱⲗ							ϩⲏⲗ	vb. intr.			to fly		
		ϩⲱⲗ ⲉⲃⲟⲗ							vb.			to fly forth		
		ϩⲱⲗ ⲉⲃⲟⲗ							Q			to be distraught		
		ⲙⲁ ⲛ ϩⲱⲗ							n. m.			exit		
		ⲣⲉϥϩⲱⲗ							n. / adj.			flier		
	ϩⲱⲗ		ϩⲱⲗⲉ, ϩⲱⲱⲗⲉ						vb. intr.			to become hoarse		
	ϩⲱⲗ		ϩⲗ-			ϩⲉⲗ-	ϩⲟⲗ=		vb. tr.			to throw, cast		
	ϩⲱⲗⲕ		ϩⲱⲗϭ				ϩⲟⲗⲕ=	ϩⲟⲗⲕ	vb. tr.			to twist, braid, roll (ⲙⲙⲟ=)		
	ϩⲱⲗⲕ		ϩⲱⲗϭ				ϩⲟⲗⲕ=		n. m.			plait, twist		
	ϩⲱⲗϭ							ϩⲱⲗϭ	vb. tr.			to embrace (e, ⲉϩⲟⲩⲛ ⲉ)		
	ϩⲱⲗϭ								n. m.			embrace		
	ϩⲱⲙ		ϩⲉⲙ-			ϩⲙ-	ϩⲟⲙ=	ϩⲏⲙ	vb. tr.			to tread, trample, beat (ⲙⲙⲟ=; on: ⲉ, ⲉϩⲣⲁⲓ e, ⲉϫⲛ, ⲉϩⲣⲁⲓ ⲉϫⲛ, hi)		
	ϩⲱⲙ		ϩⲉⲙ-			ϩⲙ-	ϩⲟⲙ=		n. m.			treading, trampling		
	ϩⲱⲛ					ϩⲛ-	ϩⲟⲛ=	ϩⲏⲛ	vb. intr.			(+/- ⲉϩⲟⲩⲛ) to approach, draw near (to: ⲉ); to be about (to do: ⲉ + Inf.)		
		ϩⲏⲛ							Q			to be nigh, near; to be related (to), in compliance (with)		
	ϩⲱⲛ					ϩⲛ-	ϩⲟⲛ=	ϩⲏⲛ	vb. tr.	or reflex.		to bring near		
		ⲁⲧϩⲱⲛ ⲉⲣⲟ=							adj.			unapproachable		
	ϩⲱⲛ						ϩⲟⲛ=		vb. tr.			to command, order (someone: ⲉtⲛ, ⲛⲧⲛ; to do: ⲉ, ⲉⲧⲣⲉ); to give (an order, command: ⲙⲙⲟ=; to: ⲉtⲛ, ⲛⲧⲛ)		
	ϩⲱⲛ						ϩⲟⲛ=		n. m.			command		
	ϩⲱⲛ								vb. intr.			to go around		
		ⲙⲁ ⲛ ϩⲱⲛ							n. m.			shallows		
		ⲟ ⲛ ϩⲱⲛ							Q			to be shallow		
	ϩⲱⲛ								n.					
		ϫⲓ-ϩⲱⲛ							vb.			to betroth (ⲙⲙⲟ=; to: ⲛⲁ=)		
	ϩⲱⲛⲉ								n. f.			canal		
	ϩⲱⲛⲕ		ϩⲱⲛⲅ				ϩⲉⲛⲅ=		vb. tr.			to consecrate, appoint		
	ϩⲱⲛⲧ		ϩⲛⲧ-			ϩⲉⲛⲧ-	ϩⲟⲛⲧ=	ϩⲏⲛⲧ	vb. intr.	rare in Sah.; uses parallel those of hwn (approach) q.v.		to approach		
	ϩⲱⲛϫ								vb. tr.	Very rare in Sah.		to entreat, exhort (e)		
	ϩⲱⲟⲩ					ϩⲟⲩ-			vb.			to rain (down on: ⲉϫⲛ, ⲉϩⲣⲁⲓ ⲉϫⲛ; from: ⲉⲃⲟⲗ ϩⲛ)		
	ϩⲱⲟⲩ					ϩⲟⲩ-			n. m.			rain, moisture		
		ⲙⲟⲩ-ⲛ-ϩⲱⲟⲩ							n. m.			rain, moisture		
		ϩⲟⲩ-ⲙ-ⲡⲉ							n. m.			rain		
	ϩⲱⲡ		ϩⲉⲡ				ϩⲟⲡ=	ϩⲏⲡ	vb. tr.			to hide, conceal (ⲙⲙⲟ=; from: ⲉ)		
	ϩⲱⲡ		ϩⲉⲡ				ϩⲟⲡ=	ϩⲏⲡ	vb. intr.			to hide, become hidden (from: ⲉ)		
	ϩⲱⲡ		ϩⲉⲡ				ϩⲟⲡ=		n. m.			hiding		
		ϩⲛ ⲟⲩϩⲱⲡ							adv.			in hiding, secretly		
		ϩⲙ ⲡϩⲱⲡ							adv.			in hiding, secretly		
		ⲛ ϩⲱⲡ							adv.			in hiding, secretly		
		ⲁⲧϩⲱⲡ							adj.			unhidden		
		ⲙⲁ ⲛ ϩⲱⲡ							n. m.			hiding-place		
	ϩⲱⲡϣ								n. m.			palm-branch with hanging dates		
	ϩⲱⲣ					ϩⲣ-	ϩⲟⲣ=	ϩⲏⲣ	vb.	reflex.		to guard against, take heed for (e)		
	ϩⲱⲣ		ϩⲉⲣ-			ϩⲣ-	ϩⲟⲣ=		vb. tr.			to milk		
		ϩⲣ-ⲉⲣⲱⲧⲉ							vb.			to milk		
	ϩⲱⲣ								prop. n.			the god Horus		
	ϩⲱⲣⲃ		ϩⲱⲣϥ				ϩⲟⲣⲃ=	ϩⲟⲣ(ⲉ)ϥ	vb. tr.			to break (ⲙⲙⲟ=)		
	ϩⲱⲣⲃ		ϩⲱⲣϥ				ϩⲟⲣⲃ=	ϩⲟⲣ(ⲉ)ϥ	vb. intr.			to be broken		
